customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5194,1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,0,-1.481049737066981,-0.9985022148585647,0
2384,1,2.273158691738958,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,0,0,-0.6484894399837535,-0.9874431472224551,0
4423,0,-0.43991649313097614,1,1,1.6137012404433893,1,2,1,2,2,0,2,2,0,2,0,0,1.1678546811978192,2.1940585679967946,0
4292,1,-0.43991649313097614,0,0,-1.1145631287986442,1,0,1,0,0,0,0,0,0,0,1,2,0.16412929309748078,-0.8675151742344638,1
4656,0,-0.43991649313097614,0,0,0.5549717837226001,1,0,1,0,0,2,0,0,0,0,1,1,0.33363258711442517,0.5590824768363802,0
3828,1,-0.43991649313097614,0,0,0.06632741908223598,1,2,1,0,2,2,0,2,2,0,1,2,1.3822264942192488,0.559501882595035,1
5803,0,-0.43991649313097614,0,0,-0.8702409464784621,1,2,1,0,0,2,0,2,2,0,1,0,1.099721004191008,-0.5194083945509333,1
6263,1,-0.43991649313097614,1,1,-0.9109613101984924,1,0,0,0,2,0,0,0,0,1,0,3,-0.5055748979694671,-0.79740819057721,0
6671,0,-0.43991649313097614,1,1,1.5322605130033284,1,2,0,2,2,0,0,2,0,2,1,1,0.14751132309581955,1.1436237344647615,0
6956,0,-0.43991649313097614,1,1,-0.62591876415828,1,0,2,1,1,1,1,1,1,1,0,3,-1.462769970065154,-0.82277120198218,0
3268,0,-0.43991649313097614,0,0,1.247217966963116,1,2,0,2,2,2,2,2,0,2,1,1,0.5014740841312035,1.1388116052338793,0
2862,0,-0.43991649313097614,1,0,-0.7888002190384014,1,2,0,2,2,0,2,2,0,0,1,2,0.3801629031190768,-0.5741298090617433,0
2599,0,-0.43991649313097614,0,0,0.6771328748826912,1,2,1,0,0,0,0,0,2,0,1,2,0.6560212051466532,0.7173088177857488,0
4212,1,-0.43991649313097614,0,0,-1.2367242199587352,1,0,0,0,2,0,0,0,0,0,0,3,-0.5155456799704636,-0.9645965703694143,0
5510,0,-0.43991649313097614,0,0,-1.2367242199587352,1,0,1,0,0,0,0,2,0,0,1,2,0.5280628361338618,-0.9437808003477547,1
5427,1,-0.43991649313097614,0,0,0.7992939660427822,1,2,0,2,0,0,2,2,2,2,1,1,0.4981504901308714,0.8546531667515656,0
2047,0,-0.43991649313097614,1,1,1.4915401492832983,1,2,0,2,0,2,2,0,0,2,1,1,-0.020330173920958795,0.8706788815296407,0
5686,0,2.273158691738958,0,0,0.43281069256250915,1,2,1,0,2,0,0,2,0,0,1,2,0.8471278601657574,0.687310269048278,0
6630,0,-0.43991649313097614,0,0,-0.7073594915983407,1,0,1,2,2,0,0,2,2,0,1,1,1.141265929195161,-0.3776933961001872,1
4658,0,2.273158691738958,1,0,-0.30015585439803716,1,2,0,2,0,0,2,2,0,0,1,1,0.1574821050968162,-0.23366062898319062,0
5305,0,2.273158691738958,1,0,-0.9924020376385531,1,2,1,0,2,0,0,0,0,0,1,1,0.5280628361338618,-0.7278309826150992,1
3265,0,2.273158691738958,1,1,1.125056875803025,1,0,0,2,2,2,2,0,2,1,1,1,0.33529438411459117,0.9599681601485298,0
1129,1,2.273158691738958,0,0,-0.5851984004382496,1,2,1,0,0,0,0,2,2,0,1,2,1.0199547481830342,-0.2337047769577859,1
6198,0,-0.43991649313097614,1,1,1.247217966963116,1,2,1,2,0,0,0,2,2,1,1,1,1.1595456961969886,1.7788468669284871,0
3578,1,2.273158691738958,1,1,1.369379058123207,1,2,1,0,2,2,2,2,2,1,1,2,1.4520219682262263,2.116645094544028,0
2783,0,-0.43991649313097614,1,1,0.06632741908223598,1,2,2,1,1,1,1,1,1,2,0,1,-1.3231790220511994,-0.612604768921502,0
4218,0,-0.43991649313097614,0,0,1.6137012404433893,1,2,1,0,0,2,2,2,2,2,1,1,1.42044782522307,2.4598293750601874,0
295,0,-0.43991649313097614,1,0,0.5956921474426305,1,2,1,0,0,2,0,2,2,0,1,2,1.1877962451998125,1.070669206446114,0
832,1,-0.43991649313097614,0,0,1.125056875803025,1,2,1,0,2,0,0,2,0,0,1,0,0.8354952811645946,1.398953545536378,0
358,1,-0.43991649313097614,1,0,1.6137012404433893,0,1,0,2,2,2,0,0,0,2,0,0,-0.7531826509942192,0.3002429017844411,0
374,0,-0.43991649313097614,1,1,-0.5851984004382496,1,0,0,0,0,2,2,0,0,1,1,1,-0.34438058895335305,-0.5848798408756862,0
4043,0,-0.43991649313097614,0,0,-0.9516816739185228,1,2,1,0,0,0,0,2,2,0,0,2,0.9850570111795457,-0.6289615935090412,1
3609,0,-0.43991649313097614,0,0,-1.1960038562387048,1,0,0,0,2,0,2,2,2,0,1,2,0.3502505571160864,-0.8996548997398044,0
6090,1,-0.43991649313097614,1,0,0.5956921474426305,1,2,1,0,2,0,0,0,0,1,1,2,0.46989994112804756,0.6041354849108307,0
2382,0,-0.43991649313097614,0,0,-0.055833672077855064,1,0,0,0,2,2,2,2,2,2,0,3,0.47987072312904416,0.09504311586572828,0
2215,0,-0.43991649313097614,1,1,0.7178532386027215,1,0,2,1,1,1,1,1,1,2,0,0,-1.4827115340671475,-0.5964466102196411,0
5262,1,-0.43991649313097614,0,0,-0.9109613101984924,1,0,1,2,0,2,0,0,0,0,1,3,0.5014740841312035,-0.6156730531558716,0
1562,1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,0,0,0,0,2,0,0,0,0,3,-0.5221928679711283,-0.9857655241878356,0
501,0,-0.43991649313097614,1,1,0.7992939660427822,1,0,2,1,1,1,1,1,1,1,1,2,-1.4744025490663168,-0.5259202208037324,0
1272,1,2.273158691738958,1,1,1.2879383306831464,1,2,1,2,0,2,2,2,2,2,1,0,1.5567151792366918,2.1266446107898513,0
5697,1,-0.43991649313097614,1,1,1.2064976032430856,1,2,2,1,1,1,1,1,1,2,1,0,-1.3464441800535252,-0.3784880596429018,0
3994,0,-0.43991649313097614,0,1,-1.1960038562387048,1,0,0,2,0,0,2,0,2,0,1,0,-0.00869759491979612,-0.9291015987948348,0
1836,0,2.273158691738958,0,0,0.9621754209229036,1,2,1,2,2,2,0,2,2,1,0,2,1.5201556452330371,1.7030447945484464,0
4550,0,-0.43991649313097614,0,0,0.5549717837226001,1,0,0,0,0,0,0,0,2,1,0,1,-0.3028356639492,0.1796527091775211,0
3970,0,-0.43991649313097614,1,1,-0.9924020376385531,1,0,0,2,2,0,0,0,0,0,0,3,-0.33607160395252245,-0.7945164982412213,0
108,1,2.273158691738958,0,0,-0.0965540357978854,1,0,0,2,2,0,0,2,2,0,1,2,0.3319707901142591,-0.07532391809733362,0
2731,0,-0.43991649313097614,1,1,0.5142514200025698,1,2,2,1,1,1,1,1,1,1,1,1,-1.2916048790480432,-0.4703158468010176,0
4191,0,-0.43991649313097614,0,1,-1.2774445836787656,1,0,1,0,0,0,0,2,0,0,1,2,0.48485611412954227,-0.9723886878854755,1
5766,0,-0.43991649313097614,1,1,-0.8702409464784621,0,1,0,2,0,0,0,2,2,0,0,2,-0.47233895796614456,-0.7578295313525703,0
6488,0,-0.43991649313097614,1,0,-1.0331224013585834,1,0,1,0,0,2,0,0,0,0,1,0,0.34526516611558833,-0.7880488199630175,1
6989,0,-0.43991649313097614,0,0,0.3920903288424788,1,0,1,0,2,2,2,2,2,0,1,0,1.2974748472107767,0.9030834948825526,0
202,0,-0.43991649313097614,1,0,0.6771328748826912,1,0,2,1,1,1,1,1,1,2,1,0,-1.4827115340671475,-0.5777057950039584,0
3100,1,-0.43991649313097614,0,0,-0.9516816739185228,1,2,1,0,2,0,0,2,2,0,1,1,1.1479131171958254,-0.6018105891329637,0
3376,0,-0.43991649313097614,1,0,0.10704778280226633,1,0,0,2,0,0,0,2,0,1,1,0,-0.08680205392760396,-0.029343802556382977,0
1258,0,-0.43991649313097614,1,1,0.6364125111626608,1,0,2,1,1,1,1,1,1,2,0,0,-1.4660935640654862,-0.5407760142550334,0
1920,0,-0.43991649313097614,1,1,0.5549717837226001,1,0,2,1,1,1,1,1,1,2,1,3,-1.4893587220678117,-0.5981242332542606,0
2103,1,-0.43991649313097614,1,0,-0.13727439951791576,0,1,0,0,0,0,0,2,0,0,0,3,-1.0307027500219619,-0.5618566721242643,0
3345,1,-0.43991649313097614,1,1,-0.0965540357978854,1,0,1,0,2,2,0,0,0,0,0,0,0.574593152138513,0.12727113732025933,0
1663,1,2.273158691738958,0,0,-1.2774445836787656,1,0,1,0,0,0,2,0,0,0,0,2,0.3303089931140931,-0.9744415687041545,0
5137,1,-0.43991649313097614,1,1,1.369379058123207,1,2,0,2,0,2,2,2,2,2,1,3,0.6394032351449919,1.5153055325821543,0
4305,0,-0.43991649313097614,0,0,1.3286586944031769,1,2,1,2,2,2,0,2,2,0,1,1,1.5384354122348645,2.130176448757471,0
6945,1,-0.43991649313097614,0,0,1.6137012404433893,1,2,1,0,2,2,0,2,2,2,1,0,1.2010906212011416,2.2855993933200414,0
6099,0,-0.43991649313097614,0,0,-0.8295205827584317,1,2,1,2,0,0,0,0,0,0,1,2,0.47156173812821356,-0.5980138633177725,1
6908,1,-0.43991649313097614,1,1,1.5729808767233588,1,2,0,2,2,0,2,0,0,1,1,1,0.06940686408801149,1.0890347638777371,0
173,1,-0.43991649313097614,0,0,-1.1145631287986442,1,0,2,1,1,1,1,1,1,0,0,3,-1.4527991880641573,-0.957157636650115,1
2249,1,-0.43991649313097614,0,0,0.7992939660427822,1,0,2,1,1,1,1,1,1,2,0,0,-1.4544609850643233,-0.5186137310082188,0
3208,0,2.273158691738958,1,0,-0.30015585439803716,1,0,1,0,2,2,0,2,2,0,1,2,1.1213243651931677,0.10268071547070626,1
4530,1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.481049737066981,-0.9985022148585647,0
2575,0,-0.43991649313097614,1,1,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,2,-1.505976692069473,-0.9988333246680291,0
5064,1,-0.43991649313097614,0,0,0.22920887396235737,1,2,1,0,0,2,2,2,0,1,0,0,1.0049985751815391,0.5843792662794571,0
3835,0,2.273158691738958,1,0,1.369379058123207,0,1,0,0,2,2,0,2,0,1,0,0,-0.6385186579827569,0.3290494552078404,0
2233,1,-0.43991649313097614,1,0,1.4508197855632678,1,2,1,0,2,2,2,2,2,2,1,0,1.503537675231376,2.3530574985015806,1
4386,1,-0.43991649313097614,0,0,-1.1145631287986442,0,1,0,0,0,0,0,0,0,0,0,3,-1.3447823830533592,-0.9631838351823664,0
4782,0,-0.43991649313097614,1,1,1.6137012404433893,1,2,1,2,2,0,0,2,2,1,1,2,1.3091074262119398,2.216728552951454,0
6863,0,-0.43991649313097614,0,0,-0.015113308357824713,0,1,0,2,0,0,0,0,0,1,0,3,-1.150352134033923,-0.5978814193939866,0
6067,1,-0.43991649313097614,0,0,0.43281069256250915,1,2,1,0,0,0,0,2,2,1,0,3,0.9833952141793793,0.7237544220766552,0
1968,1,-0.43991649313097614,1,1,1.6137012404433893,1,0,2,1,1,1,1,1,1,2,0,1,-1.5076384890696393,-0.4055728420570864,0
327,1,-0.43991649313097614,1,0,0.9214550572028734,1,2,1,2,2,0,0,2,0,0,1,2,1.0631614701873533,1.3054481353436427,1
3173,0,-0.43991649313097614,0,0,0.7992939660427822,1,0,0,2,0,2,2,0,0,1,0,1,-0.22639300194155818,0.33567165139712757,0
4055,0,-0.43991649313097614,0,0,0.43281069256250915,1,0,1,0,2,2,0,2,0,0,1,2,0.893658176170409,0.7382349577438965,0
3419,0,2.273158691738958,1,0,0.18848851024232702,1,2,1,0,0,0,0,0,0,0,1,2,0.39013368512007346,0.2588100276268009,1
3735,0,-0.43991649313097614,1,1,1.2879383306831464,0,1,0,0,2,0,2,2,2,2,1,2,-0.33773340095268845,0.5039858045415107,0
2142,1,-0.43991649313097614,1,1,-1.1960038562387048,1,0,1,2,2,0,0,2,0,0,0,2,0.8338334841644282,-0.8977565368322087,0
6732,0,-0.43991649313097614,0,0,0.14776814652229667,0,1,0,2,0,0,0,0,0,2,0,0,-1.1204397880309327,-0.510159393873229,0
3763,0,-0.43991649313097614,1,1,-0.9109613101984924,1,2,1,2,0,0,0,2,2,0,1,2,1.1794872601989819,-0.5373986941984968,1
5961,0,-0.43991649313097614,0,0,0.35136996512244845,1,0,2,1,1,1,1,1,1,2,0,3,-1.4660935640654862,-0.6387182958945911,0
6644,1,-0.43991649313097614,1,1,-0.21871512695797646,1,2,1,0,2,0,2,0,0,0,1,1,0.6792863631489789,-0.05753228433544878,0
745,0,-0.43991649313097614,1,1,0.9621754209229036,1,2,1,0,0,2,0,2,2,1,1,1,1.1645310871974868,1.427539359086801,0
2032,0,-0.43991649313097614,0,0,-1.0738427650786138,1,0,2,1,1,1,1,1,1,0,0,3,-1.46443176706532,-0.9576432643706626,0
274,1,-0.43991649313097614,0,0,-1.1960038562387048,1,2,1,0,0,0,0,0,0,0,1,2,0.32033821111309646,-0.9060784300434129,1
4607,0,-0.43991649313097614,1,1,-1.0331224013585834,1,0,0,2,0,0,0,0,0,0,0,3,-0.467353566965646,-0.8527476767323534,0
5130,0,-0.43991649313097614,1,1,-1.1552834925186746,1,0,2,1,1,1,1,1,1,0,0,3,-1.4594463760648215,-0.9796510297063937,0
3222,1,-0.43991649313097614,0,0,0.025607055362205634,1,0,1,2,0,0,2,2,0,2,1,2,0.8039211381614382,0.32922604710622144,0
3079,0,2.273158691738958,0,0,-0.21871512695797646,1,2,1,0,0,2,0,0,0,0,1,2,0.44164939212522314,-0.06464010824528367,1
4794,1,-0.43991649313097614,1,0,1.6137012404433893,1,2,2,1,1,1,1,1,1,2,1,0,-1.3697093380558512,-0.2463310976920268,0
2760,1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.4960059100684764,-0.9987008807442433,0
1808,1,2.273158691738958,0,0,1.5729808767233588,0,1,0,2,2,0,0,2,2,1,1,2,-0.2762469119465419,0.7520311998049115,0
1989,0,-0.43991649313097614,0,0,-0.7888002190384014,1,2,1,0,0,0,0,0,2,0,1,2,0.7042133181514708,-0.4707352525596724,0
4403,0,-0.43991649313097614,1,1,-0.30015585439803716,0,1,0,2,2,2,0,2,2,0,1,1,-0.2047896409393986,-0.3440305654713106,1
6058,1,-0.43991649313097614,0,0,1.4100994218432374,1,0,0,0,0,0,2,0,0,2,0,0,-0.47233895796614456,0.4318480140528753,0
2158,1,-0.43991649313097614,0,0,-1.2774445836787656,0,1,0,0,0,0,0,0,2,0,1,2,-0.9742016520163136,-0.9917696487327894,1
1632,1,-0.43991649313097614,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,0,0,2,-0.6784017859867437,-0.9715498763681658,1
5539,0,-0.43991649313097614,0,0,0.43281069256250915,1,2,2,1,1,1,1,1,1,2,1,1,-1.2982520670487077,-0.48285387158606796,0
5570,0,-0.43991649313097614,0,0,-0.38159658183809786,1,0,1,2,0,0,0,0,0,0,1,0,0.3402797751150897,-0.22224837755031904,0
2656,0,-0.43991649313097614,1,1,1.2879383306831464,1,0,2,1,1,1,1,1,1,2,0,3,-1.481049737066981,-0.4433193603360234,0
4410,1,-0.43991649313097614,0,1,1.002895784642934,1,0,2,1,1,1,1,1,1,2,1,3,-1.5009913010689746,-0.4906459891021293,0
262,0,2.273158691738958,1,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,3,0.18905624809997262,-0.9763178576244527,1
2197,0,2.273158691738958,1,1,1.6137012404433893,1,2,0,2,2,2,2,2,2,2,1,1,0.7740087921584478,1.8293742238527486,0
2863,0,-0.43991649313097614,0,0,-0.9924020376385531,1,2,0,2,0,0,2,0,2,0,0,2,0.21232140610229844,-0.7585800469206894,1
751,0,-0.43991649313097614,1,0,1.1657772395230555,1,2,1,0,2,0,0,2,2,2,1,0,1.2060760122016398,1.6287658272919416,0
1806,1,-0.43991649313097614,0,0,1.2879383306831464,1,2,1,2,2,0,0,0,0,1,1,1,0.6493740171459885,1.3275883446031598,0
775,1,2.273158691738958,1,0,1.5729808767233588,1,2,2,1,1,1,1,1,1,2,0,0,-1.3564149620545218,-0.23209337588505932,0
4058,0,-0.43991649313097614,1,1,1.3286586944031769,1,2,1,2,2,0,2,2,0,2,1,1,1.1396041321949948,1.8254229801264736,0
4848,1,-0.43991649313097614,0,0,-1.1960038562387048,1,0,2,1,1,1,1,1,1,1,0,3,-1.5009913010689746,-0.9803353233126202,0
1446,1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,1,2,-0.6351950639824246,-0.987266555324074,1
4571,1,-0.43991649313097614,0,1,-0.0965540357978854,1,0,0,0,2,2,0,2,0,1,0,1,-0.00869759491979612,-0.15538627002581593,0
2420,1,-0.43991649313097614,1,1,-0.7073594915983407,1,0,0,0,2,2,2,0,2,0,1,3,0.1574821050968162,-0.5344187059133176,0
2662,0,-0.43991649313097614,1,1,-0.9924020376385531,1,0,0,0,0,0,2,2,2,0,1,2,0.12590796209365976,-0.7582710110985227,0
2724,1,-0.43991649313097614,0,0,-1.0331224013585834,1,2,1,0,0,0,0,2,2,0,0,3,1.0049985751815391,-0.7180301322549542,1
1140,0,-0.43991649313097614,1,1,1.5322605130033284,1,2,1,2,2,2,0,2,2,1,1,1,1.4420511862252297,2.4937570935366358,0
6408,1,-0.43991649313097614,1,1,1.2064976032430856,1,0,0,2,2,2,2,2,2,2,0,2,0.7091987091519689,1.2950071393518667,0
2144,0,-0.43991649313097614,1,1,-1.0738427650786138,1,0,2,1,1,1,1,1,1,0,0,3,-1.4976677070686424,-0.9573121545611983,0
4643,0,-0.43991649313097614,1,1,-0.748079855318371,1,0,1,0,0,0,0,0,2,0,1,0,0.5363718211346925,-0.49848225459278583,0
6472,0,-0.43991649313097614,0,0,-0.4223169455581282,1,2,1,0,0,0,0,2,0,0,1,0,0.6443886261454905,-0.20306608258868378,0
1893,1,-0.43991649313097614,1,1,-0.4223169455581282,1,0,2,1,1,1,1,1,1,1,0,3,-1.4827115340671475,-0.8220427604013584,0
4522,1,-0.43991649313097614,1,1,-0.6666391278783103,1,0,0,2,0,2,0,2,0,2,0,3,-0.017006579920626735,-0.5553448458714653,0
5349,1,-0.43991649313097614,0,0,-0.9109613101984924,1,2,2,1,1,1,1,1,1,2,0,0,-1.2982520670487077,-0.8963438016451608,0
6353,0,-0.43991649313097614,0,1,-0.7888002190384014,1,0,0,2,2,0,0,0,0,0,1,2,-0.29120308494803704,-0.6698867659588362,0
589,0,-0.43991649313097614,1,0,-0.5037576729981889,1,2,1,2,0,0,0,0,0,0,0,2,0.5862257311396761,-0.30442983225937326,1
3124,0,-0.43991649313097614,0,0,-1.2367242199587352,1,0,1,0,0,0,0,0,0,0,1,2,0.16412929309748078,-0.9477320440740296,0
3250,1,-0.43991649313097614,0,0,0.8400143297628127,1,2,0,0,2,2,2,0,2,2,1,0,0.30372024111143525,0.7400670986895993,0
2015,0,-0.43991649313097614,1,1,-0.8702409464784621,1,0,2,1,1,1,1,1,1,1,0,3,-1.4677553610656522,-0.9041579931485196,0
4498,1,-0.43991649313097614,1,0,1.4915401492832983,1,0,2,1,1,1,1,1,1,2,0,3,-1.491020519067978,-0.40548454610789586,0
2359,0,-0.43991649313097614,0,0,-1.1552834925186746,1,0,1,0,0,0,0,0,0,0,1,0,0.20401242110146783,-0.8868961350817778,1
4259,1,-0.43991649313097614,1,0,1.6137012404433893,1,2,0,2,2,2,2,2,2,2,1,0,0.8072447321617703,1.753792891345684,0
2406,1,2.273158691738958,1,0,1.0436161483629645,0,1,0,0,2,2,0,0,2,0,1,2,-0.6468276429835875,0.1630309967424102,1
794,0,-0.43991649313097614,1,1,-0.6666391278783103,1,0,2,1,1,1,1,1,1,0,0,2,-1.4744025490663168,-0.8655285153776776,0
5437,1,-0.43991649313097614,1,0,0.43281069256250915,1,0,1,2,0,2,2,0,0,1,1,0,0.6477122201458225,0.5550870851355102,0
1269,0,-0.43991649313097614,1,0,-1.2367242199587352,1,2,1,0,0,2,2,2,2,0,1,2,1.3174164112127704,-0.9002288234095427,1
4780,1,-0.43991649313097614,1,0,-0.748079855318371,1,0,0,0,2,2,2,2,2,2,0,3,0.5712695581381809,-0.4857014159474615,0
475,0,-0.43991649313097614,1,0,0.8400143297628127,1,0,1,0,0,2,0,2,2,1,1,0,1.0000131841810405,1.2000669199847858,1
4190,0,-0.43991649313097614,0,0,-0.015113308357824713,1,0,2,1,1,1,1,1,1,1,0,0,-1.4694171580658184,-0.718449538013609,0
1185,0,-0.43991649313097614,1,0,0.06632741908223598,1,2,2,1,1,1,1,1,1,0,0,2,-1.33148800705203,-0.6629776079346799,0
1818,0,2.273158691738958,0,0,-0.7073594915983407,1,2,1,0,0,0,0,0,0,0,1,3,0.32200000811326246,-0.5016167607890484,1
1398,0,2.273158691738958,0,0,-1.0331224013585834,1,0,1,2,0,0,0,0,0,0,0,0,0.3884718881199074,-0.7850909056651358,1
4211,0,-0.43991649313097614,1,1,-0.7073594915983407,1,2,1,0,2,2,0,2,2,0,1,0,1.3489905542159264,-0.3190428118504003,0
2597,1,-0.43991649313097614,1,0,1.1657772395230555,1,0,2,1,1,1,1,1,1,1,1,1,-1.4694171580658184,-0.4546874637942998,0
4476,0,-0.43991649313097614,0,0,-1.2774445836787656,0,1,0,0,2,0,0,0,0,0,0,0,-1.156999322034587,-0.9941977873355281,1
4663,0,-0.43991649313097614,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,0,3,-0.6468276429835875,-0.9874210732351574,0
6592,1,-0.43991649313097614,0,0,-0.9924020376385531,1,2,1,0,0,0,0,0,2,0,0,0,0.6560212051466532,-0.7148735520713938,1
3926,1,-0.43991649313097614,1,1,0.025607055362205634,1,0,0,2,0,2,0,2,2,1,0,1,0.3319707901142591,0.07566215501841456,0
1288,0,-0.43991649313097614,0,0,-0.7888002190384014,1,0,1,0,2,2,0,0,0,0,1,2,0.4815325201292102,-0.5166491461387304,1
692,0,-0.43991649313097614,1,0,-1.2774445836787656,0,1,0,0,0,0,0,0,0,0,1,2,-1.328164413051698,-0.9964714080271831,1
3405,1,-0.43991649313097614,0,0,-0.5037576729981889,1,0,0,0,2,0,0,0,0,0,1,3,-0.4307940329619915,-0.5554110678333581,0
5802,1,-0.43991649313097614,0,0,-1.1960038562387048,0,1,0,0,0,0,2,0,0,0,0,2,-1.1420431490330922,-0.9711525445968086,0
